text,target
"eating pre-peeled oranges, too lazy to peel my own orange. ",1
@taratomes I applied to go on that - but my Dad wouldn't drive me to Manchester for the auditions ,0
"@awlred they dont exist  however, anodising services do exist, so i could get it done *-)",0
work time ,0
"@ktml I think its iTunes fault I cant download it on my Mac now &quot;store busy&quot;   if you got it, anything awesome in the camerakit update?",0
had a lovely chat with a Thursday Island guy today.  And now is haaaanging for palm trees.......and frangipani.....and dugong... ,0
watching &quot;The Princess Bride&quot; I want a Wesley!!! ,1
I miss watching Rocko's Modern Life. ,0
Going out to buy twlightt soon ! ,1
I wish I was better at writing. It's taking me so long to write this paper. ,0
Downloading NIN's new album &quot;the slip&quot; - when the hell did this come out? I'm so behind the times these days ,0
One Tree Hill ,1
@N3W_Media That's not the kind of car you want to be involved in an accident with... the evidence would be indisputable ,1
"@tommcfly do you like spongebob? &amp; only like 17 days until mcfly edinburgh, then the next day glasgow then the next day newcastle, yaldy ",1
@warsongraven i can haz a title with mirror in it plz pretty plz  ,0
@nyafuri It's just like Anne! np  everyone would love her.,1
@davekim volunteer for the hunch beta invite... ,1
"@henrygooden @oddchicken I went there about a month and a half ago, was still open then. Smelt really good, but I was getting sick ",0
@karanbir I'm going to Subway because I'm fressh  Happy Spring Break.,1
"If ever there was a day for staying in bed, today is it ",0
@steveagee LOL//ahh..there is really no come back (pardon pun) to that ,1
"@msg621 There's not panic here, just bludging. Haha. Good work on making the move to become an official twitterer. ",1
@monkeylover35 Well it feels a little raped today but its calmed down. ,1
@JenGregory yea love radio 1 in the morning! how r u? yeah looking forward to tomorrow too  x,1
"Why is everything biting me?  First the hamster, now the cat ",0
Dear FBDimms please give me my 4GB of memory back.. I used to have 8  Running 90% full = crippled PC,0
wednesday my b-day n don't know what 2 do!  ,0
is going to miss her doggy Otis very much. 11 years of wonderful companionship for us all darling boy  Rest in peace ,0
i miss my old friends from elementary ans middle school ,0
Working in Toledo.. ,0
@NileyJemiLover Your Welcome Bestie Whats Up Hunz? ,1
@watko Shockingly not! ,0
It's been a year since Mark Speight died  A year goes so fast.,0
@CaTaxRevolt The nice thing about being clean and sober is that no one can accuse you of thinking like an alcoholic or a drug addict. ,1
"@stephenrock Oh my god, I love him so much! ha! ",1
@davenavarro6767 was wondering where you'd been? You've been so quiet these days. Miss the chatty Dave ,0
@hsumilo too much playing wii la ... dont bluff ,1
Mmmmm wings  http://twitpic.com/2y4o6,1
"@martellhomes weather is never boring in Canada, eh? ",1
going to work now ,0
also done with my mom's errands... ,1
googling...Biltmore estate....flower festival coming up..looks like a neat place to visit ,1
Went to the dentist today... totally as a last resort... totally broke now too!! God damn the dental industry needs competition policies ,0
my msn hates my guts. i wanted to go out tonight ,0
"@teaandcake__ I know Beckenham's not great, but it can't be that bad, surely?  (hope there is light at the end of the tunnel)",1
Will Chidambaram ask for other shoe? Already he got one. ,1
@absolutelybatty *HUGS BACK* Thanks hon.  I can't believe he's gone! ,0
Home sweet home  shower time,1
@LucasCruikshank heyyyyy its fred  i love ur fred videos &amp; i keep thinking all your tweets are in th fred voice and i crack up lol ily,1
they usually make me Zzzz... but not today ,0
i just grew another chin ,0
has got to go into college today  in the holidays (((( !,0
while listening to short stack  sway sway baby ,1
"@jaredleto  i can't sleep i need to work on my speech about huka and youth, i hope i get the 10 full marks ",0
still haven't got my coffee. I'm done. Help me ,0
Ahah LOL  oh tom and dougie. FUNNY BOIZ,1
@stephenfry you passed me outside Costa on Old Compton but it was too late by the time I thought to ask for a twitpic moment ,0
On my way to work ,0
@mistygirlph - hehehe. that was my halloween costume  we only have Friday off. flying to hk,1
ohhh i hate civicsss ,0
"just uploaded these pix - April 7th, huh?  Could have fooled me.   http://is.gd/rbg9",0
Training course today so just hope to stay awake through it ,1
damn its down. ,0
ouch i bit the side of my mouth ,0
now I'm kind of sad after all the bullshit I found out ,0
@Devyl oh...was eating Tobleron ,1
That would be why @JonathanRKnight laughed at me when I told him my username has caca in it. lol ,1
pissed coz a friend is too busy to see me2day ,0
@FanJenniTastic i do miss  Bobalicious ,1
@tommcfly Eclipse is awesome  it's better than new moon,1
in-laws and b-day boy carlos are all in dreamland. i'm so happy they are here.     ,1
Heading to bed! Have to be at work in 6 hours ,0
@msnichole I love purses! U shud send me some ,1
Time to go to work  Must stop knitting ,0
Man im so tired its just not funny  i need/want to sleep but my eyes dont want to close,0
@David_Henrie i cant find it! it says dtmafiaofficial doesnt exist!there's jus 1 dtmafia i found n u dun seem to b followin it  wht to do?,0
V makes everything better. ,1
says done with the report! Set-up new project next.  http://plurk.com/p/n0cic,1
"WOAH! Have never been so stoked, Ive just found out a way to move to London next year instead of in three  Im so happpy.",1
"@paulmason10538 Ha-ha, don't you go starting again. I've stopped playing with it now, Mobbler I mean ",1
Facebooking  add me!,1
went to bed at 8pm and now wide awake at 4 am. I don't have to be to work until 8:30. This is going to be a long day ,0
"In my head I'm busy with the blog, the vid and art... But I have to do the nescessary stuff now... office-work!  C Ya! ",1
"Curses, my yoghurt exploded in my bag on the way to work. Now everything smells like toffee ",0
@mitchgdodge well if you told me you wanted to go I had an extra ticket for sunday  you missed out it was hella fun.,0
"A three day week! Oh, if every working week was three days! ",1
kelli i hope dylan has his finger on.  and ilytoo,1
"watching another cinderella story  aparently it's better than a cinderella story, the hilary duff one. lol",1
"im awake people , got nothing to do today  probably watch TV and get rid of all my programs on sky+ planner ( the joy NOT !!!! )",0
i'm hella breaking out ,0
"is loving the sunshine, loving having slept, loving life in general ",1
"@inkgypsy I was referring to tweetdeck, I was thinking of trying it, let me know what you think ",1
@alexbigman you left without saying hi! ,0
Just watched Grey's Anatomy. I cried.  I will be writing now. I miss Meg. ,0
i really hate how people diss my bands!  Trace is clearly NOT ugly!,0
"totally pissed away her day doing nothing! Gawd, now I'm behind ",0
@secretfanofu big news Andrew: I'm moving up to SF at the end of the month! So making the most of my last month in LA. ,1
@XxXxLeahxXxX  well thankyou mam ,1
tired but cant sleep ,0
@marthagoneMAD  agreed. I wish it could just be pure and easy fun.,0
"Tonight's Gyratory System show at the vibe bar will be electronic, due to drummer illness. ",0
@NicholasMancini Wish I could but Twitter nixed animation  It's grandfathered 4 those who have it.,0
@Yourmumsmabitch Well I was there for quite a bit when your car stopped working :p Damn I forgot about your car sorry  Poor thing,0
@SathyaBhat Ahan  let me eat his head then! Danke!,1
"@nicolerichie: Haha. Yeah, they were that band from MMC! I used to have a CD, but I lost it. ",0
@Lavanyaj Kozhi is a nick for a very good friend of mine from college...  he's workin in bombay... in chennai for a week...,1
"Better then what I thought, I can sleep now ",1
Lipton tea -so delicious and calming (even with teine)...gotta love it! and I DO love it ,1
"Back from Bangalore, Missed dancing with a handsome wonderfully smiling foreigner  ",0
"My cuckold actually had the nerve to pass out on me, so I'll be taking calls on Niteflirt in a few.  Probably till 4am-ish  ",1
@cubedweller Gah - not for me on freeview then  Still - if they brought over the Colbert Report I'd consider switching just to get that.,0
"i am headed to bed... finally... these books are sooo addicting, like stride gum... lol   it's only 2:15am lol i might get 6hrs  lol",1
I stayed up too late. Didn't get the design done like I wanted to ,0
"Another fun time that was worth staying up late on a work night for. Besides, Sushi and Disney's Gargoyles = all kinds of win. ",1
Liked &quot;just watched the first episode of kyoto animations &quot;k-on&quot;. good animation and moe-overkill  good fun!&quot; [pic] http://ff.im/1XyqC,1
@enchris pretty good  There is always something to do around here i guess haha hows Padova???,1
I am doing a study of Think &amp; Grow Rich - Wow - it's amazing how timeless the law of attraction is! So now we're on our 6 step program! ,1
@vavroom thats ok I have eye fillet coming in about 6 minutes ,1
@AndySalmon Don't forget you CAN have coffee if you are gonna get a workout in...BST day! ,1
"@Kal_Penn Ok well I think I just got a spoiler for this episode, I haven't seen it yet, i'm in the UK!!  gutted now.",0
"All the fightin and name callin, i can still run 2 my sister!  nite...",0
@_vhd_ haha viel zu viel people did. From everywhere. It's filled now. You should come visit us here though ,1
@Izzy_Artest Miss you too...  It's been too long! Come back!,0
Woohoo auto hide of the dock for the win! Now I can play WoW and twitter without opening something else by accident! ,1
@kevinrose - I'm in it   But I haven't seen it yet!!,1
"@JennaMadison hey what about the girls? LOL http://www.writerobinson.com would LOVE a stumble or two!  LOL .... just butting in, sorry! ",1
"@JolijnPosthuma Don't think  I'm saying that am I?!  as for your example one ZC doesn't mean a thing, but a set of all valid ZCs does!",1
@foreverkid haha loveeeee  That'll be a mad show.,1
"i'm feeling somewhat artistic...time to break out the sketching pad, i feel a new dress design coming ",1
@row_13 www.Raideil.com has great hosting. I don't know about domain but you should check them out. ,1
"@CathySavels oh, no  I've been there as well... the brother of one of mine, but I still see him sometimes around where I live ",0
"@juneaurock Hellz yeah, definitely downloading. Thanks ",1
most wanted  by alan braxe and fred falke makes everything better. and i wasn't even feeling bad ,1
@thelovingkind ur welcome  . nb i really is miss at the #1 place: filthy rich ! ( http://is.gd/nEKy ),1
Wants Paul To Get Better Soon  &lt;3,1
very very busy - not getting a chance to Twitter as much as before ,0
Snow in April? This sucks! ,0
@varunsriram I am on air everyday and get sick of being appropriate.  so you are my outlet.  ,1
@ferasinatra @DonnieWsboo09 sigh i just went on donnie's page and saw the sad truth....sorry for the misleading info ,0
@rickmav y not? ,1
at the airport... its soooo cold and the walk is soooo long. ,0
"so tomorrow/today finishing up hmwk, getting over being sick, then getting ready for another day of school tomorrow ",0
@Molecat84 LOL I'll be sure to pass that on the director ;) Glad you're enjoying it! ,1
@lauraEchilds noooooo  don't make me cry,0
Me thinks it's my turn for what @mcarvin has. ,0
@MyNews24 No such thing as too many public holidays  I'm looking forward to lots of chocolate too!,1
I am engaged to muppet orlando and i just realised oh my god i cant marry Justin Timberlake ,0
is suffering with the lugholes again ,0
@keongzai assign someone else to do it... or eff it and do it yourself ,0
"@asurana you're welcome, I haven't used aptana in &gt;6 months, let me know if you like it. ",1
gah. sorry aboutt that ,0
"@justinhayward pardon was just a little ad  IÃ¯Â¿Â½m currently testing twitter a bit, didnÃ¯Â¿Â½t want to confuse anyone!",1
Got a &quot;thing&quot; for doctor chics. ,1
on my way home from a relaxing weekend  to bad it's back to reality :/,1
"@rabble I know   And others shouldn't even be mentioned on that paper. In any case, it's unbelievable to read that stuff.",0
@chictopia Let me know what you think- I have a long list of other great designers ,1
zac deleted his twitter account..how sad.. ,0
@RyanSchartz nay my friend.. i must apologize.. ,0
@RLFloyd yeah I am usiing nambu after @fulltimecasual mentioned it on @mactalk it's good but tweetie is... Tweetie! ,1
hates replaying that night in my head!!!! can't i just be happy now...?  I love you little brother... &lt;3&lt;3&lt;3,0
...feeling better . I'll be fine...I guess...I hope... ,1
"u would never think that three 15 year olds who have soooo much fun with a giant mr potato head!!   (&quot;,) &lt;3",1
@punkmedia @ReneWouters Thanks ,1
@JTownend true - blame @bcbournemouth for my addled brain  #datajourn it is ,1
"@moony394 OHH! OMG. LMAO. I'm crying right now, LOL! KUTNERRRR was the best! ",0
Reading Buyology before bedtime... great premise but only turning out to be an &quot;OK&quot; book - lots of info I already knew ,0
@spanishmanners TextWrangler is awesome. Especially when I finally figured out how to increase the default font size. ,1
@tonistack telfer etc etc. fucking bunch of wangs. ,0
"@pornstartweet i wanna go, but I am only 20!!!! ",0
Why do I keep looking...I know that what I read is gonna hurt but I still look! I guess it's just a girl thing &amp; I need to get over him. ,0
@cloudsteph lmao - gonna be singing that all day now. brilliant ,1
Got damnit....itchy watery runny eyes  LEAVE ME ALONE SPRING!!!!,0
@Noa_Liberator I didn't get any  but they told us we'll be getting a modest gift this year.,1
@MissNappyBoy and ur home is where? ohhh i nkow lexington ky rite next to me ,1
Doubt anyones even reading these. Lol. I have no followers! ,0
ARGH finally figured out whats killing 'Inquizitor' games on Jailbroken devices. About 30 1 star reviews too late though!  Fix on the way,0
miss kabalin hates me ,0
@TradingGoddess  wow  that was an experience  you don't need to see repeated again glad he is ok. ,1
can't wait for ball season to start in 3 weeks!  Getting my ball equipment home this week ,1
"@jedi58 Yup. The whole game was amazing technically, it looked great. Gutted I sold the game and my original Xbox now actually. ",0
Bugger its all good today!  Might have to error check things then ,0
helping my dad again with the computer... ,1
"My tummy hurts.  I wonder if the hypnosis has anything to do with it? If so, it's working, I get it, STOP SMOKING!!!",0
@dg4G you may need to finish some of it off - can't even look at the thing right now! ,1
still in the business plan meeting.. Too many back to back presentations ,0
Hanging in Crooners. Wanna sing. Can't. Sucks. ,0
I wish we had a Dunkin Donuts in Holland  Today my moms back from Japan. Can't wait to see her!,0
drinking milk+being on youtube+lonely  || Emiliiee?!,0
"@smange Oh France instead? That'd be fine by me, too!  Oh I see... Agen. Nice spot?",1
Got to pause twilight now as nearly at work ,0
Flo rider has sampled that blue song he messed that song up for me ,0
@Stephdadi @kabutcher early symptoms yet nothing too bad still hoping its just that ,0
@BenjaminReid Your internet still down?? :O ,0
"@Hibernia1 *hugs*  No need to be sorry, if it helps to talk and get it out, go right ahead, I don't think that is whining at all ",1
in Genting now! But I now at gohtong jaya using com... ,0
"@lina1961 oops, hit enter! I'm not too bad today thanks - still hava bloody sore throat tho ",0
@Artytypes No - I won't say what I was gonna say - morning ,1
@Tsarnick You can never ever have enough nachos. I'd settle for just the cheese ,1
Meatloaf- I love it! ,1
I have worked out how to Integrate Twitter into a web page ,1
Love how my sister thinks she's Miley Cyrus or Taylor Swift ,1
wow i feel like crap ,0
"Sooooo so tired from the gym... tomorrow class, fast&amp; furious then gym ",1
is frightened cos its spider time.. i hope the flat repels them as i unfortunately haven't got a man to save me ,0
@sisterpatterson I just ate raw cookie dough out of a tub and now to bed. We must be kindred spirits ,1
"Hi @DaveJMatthews ! Greeting from Poland, love your music ",1
"@turnitgrey /continued so my internet got taken off me, im at my cousins house twittering  i wants a reply from braaaaaaaaaaaaaaaaaadie.",1
"@musicthelev owww, mau donk diajarin... ",1
@osuamateur97 yeh its cool....better when you're out and about and have a twitter app on your phone...you can tell the world everything! ,1
Foot is out of commission  ouch! Running this morning did not help...not smart.,0
@Aiiane What's wrong with being an attention whore? ,0
"Friend's wedding tomorrow. But the venue is so far away from my place, and not very accessible using the MMTS either. What do I do ",0
@shaundiviney im having pizza tonight too  hehe.,1
Going to The Works later for another &quot;70%&quot; session.Bloody boring but it's probably all I'm up to(still) for now.And I have rubbish skin. ,0
Ate too many Oreos yesterday. Feel very sick today ,0
@rustyrockets so what time is it there?? ,1
got a bunny face shaped egg  &amp; some pickled ginger in my salad today  aww,1
@mileycyrus Why did you wake up at 3 am??  ,1
because of you-Reba Mcentire &amp; Kelly Clarkson ,1
 AFI are not at reading til sunday this sucks !!!!!!!!!,0
@kellyleahy Not this many files ,1
I hate when software update downloads updates without telling me. I never know what's downloading when it is ,0
@Wand003 It'll be a sad day for Endemol. ,0
went to ihop again. Great for a diet   At least there were no kung foo pancakes this time. -Rachel-,0
Go too the schoolll  i have sleeeppp,0
alirght folks! time for bed. catchya tomorrow ,1
@bradiewebbstack aww porr mr sock  he just wants a shower  get my invite? hope u can come along  xx,0
"@Rachel_New  Well, I hope you have a good time, even if it is just coffee. ",1
"@breezyskies I did the PET course last time I was in SF. OK on theory (which I knew), not so good on tools (what I was after) ",0
@jazz_nash ahaha im sure it is. lol ,1
Is about to go home ,1
@Cookieex3 awesome!! Can't wait to see it!! ,1
Gooooooooood Morning Twitterville. I wonder what today will bring and which song I'll have stuck in my head most of the day ,1
Extremely jealous... ,0
"omg i slept 2 hours, this sucks. now i'm off to school until 5:30  then i have to memorize my french oral and study for exams :'( too much",0
can't sleep....i have to wake up in 4 hours ,0
@princessbuddha im having the same problem.. i never drive anymore! ,0
"@katpaps Well, I must say, your comments have even got me thinking his hair looks rather sexy, so I doubt she has much chance to resist ",1
Only two office based days till Bank Holiday! Bring on the four day weekend! ,1
Hope someone is having spring weather because it's snowing in TC right now ,0
"@littlefoxy yes, but u can eat them ceremonial , too ... that's actually what i was trained ",1
revising my essay and talking to my hubby on aim ,0
@mileycyrus - hey  i just wanted to ask how old you were when you first learned the guitar.. thanks,1
In our new feature we're launching tomorrow I am going to launch a new list &quot;people I really trust&quot;  Good night!,1
"@LorettaK @HeatherShorter Seriously though - there are 6 pairs of shoes in that fedex box, all bought recently ",0
@DonnieWahlberg My kids get up and wish you a good morning  They donÃ¯Â¿Â½t know what time it is in america ,1
"Maybe that was unclear... I'm planning to post on my own website later than usual today, due to technical issues ",0
why isn't the hills available online yet?? soo disappointing ,0
"Going to a health inspection tomorrow. Employer wants to know if I'm fit for the job. I've been working here for, what, 4 months? Ha ha. ",1
"@mileycyrus snap! except for the rainy part! shocking really, its not acctually raining in england! lol ",1
I heard he stopped singing.  It's a shameÃ¯Â¿Â½ ? http://blip.fm/~3xath,0
"@zenojones I can't go to sleep... Too much to do, too little time  long week ahead of me! And ok I'll get u hat lol",0
doing homework...  ,0
"@enbaldarlingg No, that's just the mirror you're looking in. ",1
"@keishaaa can't say it in public, keshkesh  i'll go online on y!m.",0
@ringworm I wanna chill ,0
@GGGKeri completely agree...Fallout Boy = amazing ,1
http://twitpic.com/2y8m9 - like my hair ? ,1
Is worried sick about Santino. He has a fever ,0
@vicky31mom we're gonna talk about that during his next forecast - around 6:43 ,1
@annelynnn i know ,0
gonna go cut up some chickeeeen ,1
@gudmundur try to find your master thesis.. or mine ,1
@bethanie which is distracting me from getting engrossed in more Babylon 5 (and dreaming for a model of the station itself) ,1
..... Oh and my agents had me booked out the wrong days.  X1000000,0
Is going to Origin I &amp; III oh yeah  thankyou Mr Rudd. Flights accom tickets. Can't wait!!,1
Haha not even yo. I just didn't know how to do that @thang to you on twitter  Haha,0
"Not feeling so well this morning, not sure why I came into the office. ",0
"here are your three videos, use them to meditate  http://tinyurl.com/ebbod1 http://tinyurl.com/ebbod2 http://tinyurl.com/ebbod3",1
My nose is bleeding ,0
"@cupcakesfortwo no, I think is slowing down now.. just gotta be careful a bit, when I stand up... very annoying, lemme tell ya.. ",1
Not happy with the snow today... ,0
@DavidWaldock Correct! I'll buy you some drinks on Friday ,1
@michaelgrainger *huggs* back...but I think you are the most hugged man on twitter! ,1
@Posh_Totty @nymphomaniac @boredwife Why can't i live near/work with lovely ladies like you?? ,0
"@mercygrl oh wow, a little chubster.  You cant invite ppl to play uno on facebook at the moment ",0
"I'm sweating my forthcoming trip to E3.  If I can't find someone to crash with while I'm out there, I may be screwed.  ",0
I think i sprained my pinky last night  Its swollen and its hurting. Aww man.,0
"@MintCool uh, because we really need each other, plus, you'd be my designated driver on PCH ",1
Hey fellow Tweeters please follow BGLuxuryBandB  Huge things coming really soon! Super Super cute stuff ,1
Does anyone know if networks are down in italy? not getting replies from friends ,0
"@ijansch that'll be the solution that spawns MySQL from inside Apache, making it almost impossible to secure via SELinux? ",1
stuck... it seems there are quite some disadvantages about working alone  i guess i need personal ass-kicker,0
@QuanDotCom I miss mine too! ,0
@kaeeeep yeah! i know! it was horrible!!!! ugh. saddening. ,0
I wish I were playing Reindeer Games up at Fowler... ,0
"@Cuckolds I'm being set up again except now I'll have to watch her with 2 huge membered guys, I feel like a hat stand ",0
"@Kal_Penn arrrggghhh, and I hadn't seen last night's episode yet! Pity to lose you, though. ",0
@TonyaTko I see you escaped the evil step mom ,1
"Silverstein stuff still isn't here  lame. I don't like our postman, he's a knob",0
Forever Chasing.   Simply The Best atm .  ,1
@unitej wow congratulations!!! That's awesome! Well done. ,1
@martiy ouchies.    have a good day .......and goodnight @SuperTim.,0
should've been asleep two hours ago ,0
It's too nice to go to work ,0
lil1 has gone with her Dad in the tractor and I'm going to clean the bathroom ,0
"At Gatwick. Watch on BST, body 8 hours behind on PDT ",0
@shalinique For saying 2 may change up ur twitter game I like u just the way u r on here ,0
innocent not so innocent ,0
Katies my formal dateee ,1
i am soo tired [sigh] ,0
@HURM the way i have been feeling the last few days and nights... i think i have conficker... it tried playing opossum... it didnt work ,0
"@stark YOU don't follow me, either  and i work for you!",0
hates waiting for mails ,0
@tonytay113 hi thanks for the follow!  did you finish fob trail?,1
played another hand very bad and lost half my stack ,0
@SaveTheStrib Dang! I would have done this if I knew it was there earlier.  Any other outings planned?,0
2009 shaping up to be an amazing year already.  http://bit.ly/2xbCLZ,1
AEM intakes are so sexy  get yours now 01614948343,1
@danielc Sorry it wasn't Wrath of Khan.  But we made do. ,1
"Arghh! My hands are itchy!! Could it be that on top of my 'alergy' to beef, I also cannot eat chicken no more?? ",0
ok my TWEET PEEP i must head to bed now...Got to take a test in Law tomorrow  ...is it summer yet?  anyway much love and HUGGERS,0
@vintagehalo I wonder if I can find a CL app for my phone?  I can't view Missed Connections at work.  ,0
Looking forward to tonight  Over to Evie Stevie's for dinner and a movie with Psquared and Kasi. YaY!,1
"Unfortunately, I didn't wake up from my nap  Sorry, @GloriaLynn30",0
http://twitpic.com/2y887 - I miss this! ,0
"@wilsondan What, wait 'til it's online?! Aw man ",0
sad day: manu out for the season ,0
WANTS TO BUY BIG BANG THEORY ON DVD!!  byeeee.x,0
Spring break is over...school &amp; work are monsters that have taken over my life. Seriously! ,0
@Schofe - just watched it                   what was he called again?,1
"Ugh, big migrane this morning ",0
It's a brand new day  Dr. Horrible is AWESOME!!! http://www.hulu.com/watch/28343/dr-horribles-sing-along-blog#s-p1-st-i0,1
@vamp_queen awwww ,0
School again... ,0
"@daNanner Yeah, just finished #castle.  Was pretty good. ",1
Oh no - it's all gone to shit  http://is.gd/rc0L,0
@samscam I think I must have the same thing - thought it was a cold at first but its turned a bit nasty ,0
@LarryCarroll ARE WE GOING TO BE GETTING ANY NM UPDATES THIS TIME AROUND? I'm not really screaming. Just wondering. Thanks! ,1
@SarahSaner Good luck with that ,1
so sleeepyy.. finally the load of laundry i had to get done is DONE  good night everyone,1
job searching.....FYI: Yahoo HOT JOBS suck! .. im never going to find a job ,0
"Enjoying the wonder that is Pat and Neil this morning. Might explore some instrument options later today, but for now Pat and Neil ",1
@Alleycat24 Goodnight ,1
I'm back from library ,0
Ooouuhh... Good morning! Wie warm es heute ist! ,1
Gonna be a great day: 4 of the 6 members of our team are off ,0
@notsooglam Very true. I remember the old Degrassi back in the day too. I think adults young at heart can relate to a point as well. ,1
@mikroanalogo Thank you! These lawyers are constantly talking on the phone... I think I'll just leave! ,1
@pietrofelix good luck enduring the tiring journey! ,0
@mrsibs CDs? How quaint !!  ,1
"All my tweets are already gone, aren't they  Missed you guys tonight.",0
@cuzza that sounds almost as good as nandos ;-) related; nandos have increased prices again ,0
my uni is playing POTC outside and free hotX buns. i feel lovvvved  ,1
@vinodkhare Summary: The girl throws some tantrums; tickets get canceled; I laugh out loud and indulge myself in a Bank Audit for a week ,1
Really tired. Goodnight everyone! ,1
@Steve_Buscemi I'll feed you for life is you say my cookies are the best. ,1
@mileycyrus god we have a blizzard here ,0
@fionamccarthy Thanx hun ,1
shower.. then i think ill finish another cinderella story.. and then im going outtttt ,1
@theanand  I would react in the same way if I were you!,1
Hm maybe if I turn off the sound Dawaun ,1
@MissNixs Lol. Sounds like your search was unsuccessful ,0
@mpesce they leave it on the street and string the hose up over the balcony ,1
Having delay to 1500 ,0
is strangely sad about LiLo and SamRo breaking up. ,0
@Tricia_PsGuard Meeee tooooo. But it's freezing outside and I don't want to miss this!!!! I have a job to do! ,1
feels like she slept the day away.    Not looking forward to any more bouts with my gallbladder.  At least I have pills now for the pain.,0
"Grandad doesn't know what to do with himself, Mam can't stop crying, I can't occupy my mind... Poor Gran, Goodbye ",0
"@moony394 i'll miss him too, bb  the episode seemed unimportant after foreteen found kutner, so i stopped watching.",0
Happy days. Summer is here   http://twitpic.com/2y6p2,1
needs a new 'looking good for Jesus' mirror..mine broke.. ,0
"Just going to go for a review of the GadgetShows top 5 freeware might get some of them,despite the fact half of them are poor ",0
tellin two of my bfflÃ¯Â¿Â½s to sign up here ,1
Khb count low today despite the changing weather. ,0
@imperiusrex Brahbrah. Ugh. Bed in a hour. ,0
@NatashaD83 I agree with Jo! Don't say thanks Natasha! We're hrere for you! ,1
i really want my next tattoo but haven't got the cash right now.....so many gd ideas in my head and i cant get afford needle on skin ,0
"needs a mouse, looks like my lappy's touch pad is giving up na.  http://plurk.com/p/n0ni4",0
I want to be back in LA ,0
"@jeffreecuntstar I'm sure many people do, Jeffree. ",1
Nothings worse than planning on going to the mall with no money  Damn Unheavens Dunks,0
"@tsarnick I know, i apologized to her ",1
@PhilonBOB Good morning to all of you!!  Who won the birthday game?  Cannot get you on my radio at my desk ,0
feling lucky ..coz my name wasn't mentioned in the mail ,1
@ChoChoMojo  Goodnight Miss Q  you take care  ,1
@dellvink @rosiegarland Narr some of the @CTUB followers are not local but are interested in what goes on here ,1
@Colobrad : well MBA is not the correct spelling for common sense. U know they outlawed Obama chia pets  funny funny,1
Weekend was crazy! 3 parties and got back together with my girlfriend  things are going great,1
my schedule's all messed up. gaaak. too many deadlines looming in the horizon! ,0
Getting ready for a customer demo. Everyone's stress level are high! ,1
@phlaimeaux where are you? ,0
@nesarajah thankyou. That dig house made a few tweets ago makes sense now ,1
@nandinidevare they should ban mikes first. thats a more established weapon in india ,1
Another assignment to be done! an dinner with dad tomoz! ,0
If today wasn't shit enough I just ate a mouldy roll ,0
omg breech again *sob*   ,0
TuesdayÃ¯Â¿Â½ll start with reflection Ã¯Â¿Â½n then a lecture in Stress reducing techniques. That sure might become very useful for us accompaniers ,0
Oh no the weather has turned bad. 3m seas predicted for tomorrow. This could cause a real problem  hopefully the prediction is wrong,0
@mattimassacre nice  yeah so wish I could afford those things,1
"@gavlp yes, I hope these shocks are going to stop soon - I think I'm getting angry with Earth itself ",0
"@lhawthorn What a coincidence! I was just stalking your Twitter feed and the GSoC news. ;) I'm doing great, thanks. How about you? ",1
"new update for lbp, I'm going to hit up some community levels, find some goodies ",1
so looks like i'll be going to school ,0
Fuck. I feel a hell of a lot worse today ,0
@alexpuig PHPTAL of course  I don't like mixing 2 types of syntax and having to remember to escape variables. OPT2 looks good too.,1
Should I go for a run or should I do my laundry?? Or both?  Still gotta work tonite.. ,0
is reading manga  http://plurk.com/p/mzp1e,1
"Acabo de terminar de ver X-men Origins: Wolverine, Coraline &amp; The secret life of the bees &lt;3 nice mondaaay! ",1
@0mie no thanks. I don't like jail ,1
So. Fell asleep at 630. Class in 15 min till 12. ,0
@baf03 hi steven! man it's only been a week and i'm ALREADY behind on school work ,0
"Amber i don't know how often you check this, but i really miss you right now. Like, really really. So friggen much  i want a hug &lt;/Beth&gt;",0
Is glad the Angels won their first game of the season. ,1
"Some ppl just need to grow the fxck up!!! But yea, goodnight..... ",1
@BeadieJay Thanks (twice).  Work start date put back again. Maybe Thursday. Maybe after Easter.,1
"School work BORING,  Working on a business law paper right now can't wait till i'm done.  Hopefully tomorrow grrrr...   ",0
"will be part of my friend's wedding entourage. In Tagalog, abay sa kasal. I'll be carrying the veil. Thanks, Mau. ",1
"while im fuckin at it, http://is.gd/q86o buy a shirt please ",1
"I've got wine, my laptop and a DVR full of &quot;World's Dumbest...&quot;  This should be a fun evening ",1
@gogreen18 yeah  I watched your blog tv today.. my wife was the one who told you I wanted you as a pet Lmao.. have a good night,1
Plug on train once again doesnt work ,0
"@minteva i'm good, feeling unproductive but i dont mind today  x",1
"@KayKay89 www.youtube.com/Titomi15..WATCH THE VIDEOS,COMMENT&amp;SUSCRIBE!!  &amp; FOLLOW me , Cheers x",1
"So...exactly why is it 35 degrees, when it was 70 Sunday??!!?? Cuz I'm in Cincinnati, that's why!! ",0
@ronashively Connections Academy has been great for our family...and thousands more across the country!  Happy to tell you more ,1
i want to go on holiday ,0
"sucked in heather, sewage bath xP and poor owen in the bear  (total drama island)",0
"Coffee &amp; Carrot Cake Slices... Mmm, still lost for ideas for art    help!",0
@hippychick3 clarkes shoes don't fir her - they don't go small enough for her feet - we have to go to specialist shoe shops ,0
"tried doing the Assassins Creed 2 teaser with cam, cant get it to do anything tho ",0
